Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6
984,13,19,25,1,15,6
985,28,47,38,31,9,40
986,33,26,49,22,12,2
987,45,5,39,30,24,46
988,42,39,48,33,24,41
989,20,11,16,36,15,49
990,4,36,6,46,32,44
991,30,42,23,16,8,39
992,30,22,17,6,18,28
993,40,36,19,2,18,12
994,2,11,32,34,38,28
995,23,22,36,6,20,33
996,12,34,17,16,20,15
997,46,29,35,44,2,4
998,47,6,28,36,1,20
999,34,35,1,5,36,47
1000,17,49,22,10,45,33
1001,2,24,39,16,4,10
1002,40,28,5,12,19,44
1003,39,36,47,6,1,3
1004,22,16,47,34,48,20
1005,45,16,3,9,34,13
1006,25,23,45,18,11,36
1007,35,1,15,27,3,14
1008,41,36,4,15,32,20
1009,35,5,16,25,36,9
1010,13,28,46,35,44,39
1011,10,27,2,41,45,37
1012,24,8,3,26,21,25
1013,19,29,5,34,41,2
1014,9,25,5,35,40,33
1015,25,28,9,45,34,43
1016,43,42,18,2,16,15
1017,40,18,7,29,33,14
1018,46,25,42,23,26,16
1019,9,46,34,11,18,35
1020,21,15,27,37,29,14
1021,8,48,22,2,41,27
1022,3,8,11,26,48,46
1023,16,1,47,25,26,15
1024,43,17,34,35,47,3
1025,6,23,7,30,21,46
1026,46,36,45,7,35,13
1027,2,45,27,4,38,48
1028,22,10,4,6,18,9
1029,11,38,36,1,27,16
1030,33,5,30,44,4,27
1031,18,36,32,49,29,6
1032,15,44,16,19,31,23
1033,18,25,45,23,27,40
1034,26,42,45,8,1,5
1035,32,44,21,38,35,16
1036,1,18,10,30,17,44
1037,46,29,30,1,10,2
1038,43,19,27,11,14,46
1039,45,8,5,37,19,1
1040,3,48,14,47,9,16
1041,4,25,6,17,48,14
1042,30,21,38,33,8,11
1043,16,19,48,25,32,10
1044,34,1,17,10,39,18
1045,32,25,45,43,40,2
1046,46,41,12,44,39,22
1047,14,35,29,8,23,21
1048,24,38,26,28,7,17
1049,47,30,45,37,12,17
1050,32,17,46,5,48,33
1051,28,23,24,45,10,37
1052,38,37,1,33,41,15
1053,11,34,1,7,37,18
1054,18,37,8,43,26,45
1055,38,6,36,22,48,47
1056,36,30,20,4,5,10
1057,27,4,47,15,10,41
1058,19,17,5,2,41,28
1059,45,13,15,32,2,23
1060,43,48,31,33,24,45
1061,37,33,10,43,49,40
1062,16,48,46,36,42,26
1063,48,43,38,6,10,36
1064,34,25,44,18,39,24
1065,1,27,14,23,30,40
1066,35,16,14,7,46,40
1067,29,15,21,46,36,18
1068,16,10,14,24,3,6
1069,11,8,44,10,46,35
1070,26,41,38,18,4,36
1071,16,28,17,43,20,36
1072,23,5,26,42,17,34
1073,44,48,1,34,2,25
1074,15,10,26,9,6,47
1075,38,3,12,16,28,18
1076,28,40,3,17,34,49
1077,22,21,18,17,41,8
1078,32,3,28,14,8,29
1079,48,34,20,27,47,2
1080,49,31,38,44,14,10
1081,26,1,32,18,12,7
1082,11,2,38,32,41,30
1083,31,1,36,39,24,14
1084,33,18,6,42,37,35
1085,30,44,27,29,28,45
1086,14,45,46,9,22,8
1087,10,17,47,11,12,23
1088,44,3,24,1,49,2
1089,31,9,7,17,10,47
1090,2,12,26,19,37,25
1091,11,21,20,8,41,34
1092,45,41,47,42,40,10
1093,13,16,32,7,10,36
1094,44,2,13,39,12,19
1095,29,10,2,30,3,18
1096,31,3,10,47,25,8
1097,14,43,23,21,33,16
1098,21,46,26,32,3,35
1099,5,28,26,35,12,47
1100,10,13,37,44,14,46
1101,26,49,9,20,48,6
1102,41,1,20,46,36,14
1103,32,25,11,21,14,38
1104,46,26,11,19,28,6
1105,8,18,44,27,2,13
1106,10,15,18,47,34,48
1107,8,35,4,28,40,22
1108,34,26,36,29,11,25
1109,41,16,14,8,29,47
1110,45,41,38,46,23,33
1111,21,20,9,5,2,14
1112,17,13,5,1,20,9
1113,43,39,4,28,20,5
1114,11,35,13,1,33,14
1115,28,6,49,18,9,36
1116,42,47,44,45,6,24
1117,36,29,4,1,45,42
1118,32,40,9,31,21,28
1119,23,46,8,11,48,13
1120,33,5,4,18,16,8
1121,47,21,1,40,31,39
1122,15,34,31,37,6,24
1123,25,4,19,41,20,36
1124,16,38,19,27,41,45
1125,29,8,2,34,46,37
1126,41,14,49,25,2,44
1127,26,28,44,46,3,45
1128,3,21,45,19,4,29
1129,40,13,45,9,43,41
1130,4,5,30,23,36,1
1131,15,21,24,47,16,18
1132,2,3,24,40,6,43
1133,21,11,44,43,32,5
1134,36,6,34,13,47,49
1135,20,26,39,25,14,21
1136,35,42,17,41,28,33
1137,9,44,5,16,31,10
1138,9,15,12,27,44,46
1139,18,47,5,14,46,6
1140,6,15,42,43,45,32
1141,16,40,9,36,37,43
1142,22,23,11,39,42,8
1143,39,5,19,13,15,32
1144,48,17,34,25,14,5
1145,3,37,6,22,2,10
1146,24,4,42,25,37,20
1147,24,7,34,2,9,37
1148,30,13,1,42,34,19
1149,1,43,21,45,26,20
1150,11,48,3,19,10,5
1151,13,27,37,8,23,12
1152,39,7,4,13,36,22
1153,30,42,44,18,10,31
1154,27,20,25,46,22,11
1155,30,16,4,9,13,2
1156,25,35,30,4,11,14
1157,24,7,46,35,3,27
1158,24,43,1,25,46,22
1159,1,27,34,49,14,6
1160,42,25,38,22,27,15
1161,15,31,26,4,42,17
1162,9,38,45,21,20,5
1163,22,31,34,47,10,49
1164,12,26,9,45,4,47
1165,2,41,42,6,39,12
1166,24,16,28,21,6,33
1167,42,44,10,3,33,27
1168,38,32,31,49,3,4
1169,16,42,2,6,46,30
1170,7,5,36,41,4,32
1171,14,4,19,49,34,38
1172,47,3,49,6,7,24
1173,6,44,1,4,19,8
1174,38,17,5,11,36,13
1175,6,11,25,9,12,1
1176,48,6,4,30,13,26
1177,19,26,45,25,22,3
1178,41,13,21,43,45,28
1179,40,39,14,46,7,41
1180,34,21,25,14,46,43
1181,22,18,5,28,29,15
1182,18,19,35,23,45,13
1183,22,47,15,14,41,2
1184,33,25,30,17,13,31
1185,11,25,43,42,30,23
1186,32,43,40,44,2,26
1187,27,23,2,44,48,38
1188,21,10,40,23,3,38
1189,9,10,27,5,38,33
1190,16,7,26,25,31,13
1191,19,42,22,18,43,20
1192,11,36,7,31,19,12
1193,12,31,46,17,6,5
1194,6,35,3,1,43,42
1195,16,37,7,33,28,36
1196,7,19,22,6,5,45
1197,15,11,41,14,9,42
1198,35,44,17,10,22,18
1199,21,35,46,20,5,31
1200,17,42,39,30,36,4
1201,2,42,1,44,19,8
1202,17,15,19,11,7,9
1203,29,32,43,30,21,4
1204,34,23,1,18,5,11
1205,38,9,24,10,7,4
1206,36,18,41,24,23,10
1207,49,4,44,37,7,31
1208,17,3,38,44,20,40
1209,4,18,32,21,17,34
1210,23,22,43,8,9,27
1211,42,15,34,43,48,39
1212,25,49,42,29,5,24
1213,16,5,18,28,43,30
1214,16,30,1,23,20,8
1215,7,30,16,39,23,5
1216,23,45,12,25,2,10
1217,24,16,38,27,11,3
1218,33,27,2,40,42,20
1219,38,27,49,17,13,44
1220,40,6,27,5,25,49
1221,25,10,34,15,36,39
1222,20,37,8,31,27,9
1223,7,5,8,25,37,6
1224,22,17,4,42,30,3
1225,37,30,27,38,17,45
1226,18,23,36,7,47,8
1227,22,31,30,4,42,39
1228,24,38,48,11,12,29
1229,43,14,49,23,3,6
1230,30,1,16,9,41,34
1231,29,43,33,10,27,36
1232,20,39,3,5,49,41
1233,48,30,46,13,21,29
1234,40,45,38,8,11,34
1235,11,35,39,4,2,1
1236,1,29,41,39,18,46
1237,23,31,20,19,38,7
1238,48,21,12,9,5,46
1239,22,20,2,36,1,8
1240,41,32,21,5,4,16
1241,8,30,37,11,21,45
1242,23,42,21,30,4,12
1243,1,21,18,6,31,3
1244,13,45,42,14,48,41
1245,49,2,19,44,9,35
1246,5,40,8,12,38,16
1247,13,25,22,15,34,11
1248,18,13,21,4,16,11
1249,1,32,34,49,24,17
1250,1,38,25,2,11,6
1251,47,13,6,3,32,17
1252,17,32,39,48,43,41
1253,4,20,15,2,10,19
1254,11,13,2,43,12,39
1255,48,30,19,38,36,29
1256,39,19,14,12,26,16
1257,7,6,16,26,18,9
1258,8,49,38,17,33,28
1259,20,15,4,39,46,3
1260,38,3,48,30,1,12
1261,2,40,22,44,42,30
1262,9,28,12,46,8,19
1263,13,47,17,44,27,6
1264,33,31,28,4,5,26
1265,11,32,28,37,36,48
1266,15,17,21,49,30,25
1267,26,30,8,24,35,23
1268,49,4,26,32,27,43
1269,16,15,5,22,7,40
1270,7,14,44,27,45,4
1271,4,38,39,11,15,36
1272,47,16,11,38,10,26
1273,25,48,28,38,1,24
1274,41,20,7,5,9,3
1275,14,16,44,2,27,9
1276,25,7,9,37,43,29
1277,16,14,7,47,21,27
1278,38,3,28,31,32,18
1279,48,27,29,23,8,20
1280,48,46,5,30,19,32
1281,26,16,37,36,13,22
1282,48,17,43,2,13,15
1283,18,11,24,39,12,34
1284,23,24,8,45,40,35
1285,15,36,20,24,2,6
1286,20,25,45,48,37,21
1287,21,30,39,46,3,9
1288,5,14,10,23,26,40
1289,4,32,36,8,1,24
1290,32,5,4,49,44,12
1291,3,6,37,7,48,28
1292,21,38,7,6,49,13
1293,30,6,17,41,4,28
1294,5,15,28,41,32,7
1295,44,35,36,19,21,42
1296,46,22,47,43,27,28
1297,44,19,35,6,9,10
1298,8,32,11,19,29,17
1299,2,28,41,27,26,3
1300,10,21,24,22,37,23
1301,18,37,27,10,44,5
1302,49,21,24,28,39,16
1303,13,3,18,12,21,45
1304,23,47,28,7,39,9
1305,19,12,32,7,33,17
1306,21,5,44,48,11,49
1307,8,15,30,42,39,35
1308,30,10,11,45,15,37
1309,23,30,44,13,2,15
1310,37,11,35,27,12,4
1311,17,15,41,39,45,40
1312,42,20,5,4,23,38
1313,32,14,37,40,47,49
1314,38,49,10,1,46,22
1315,40,2,45,13,11,5
1316,34,30,47,46,45,26
1317,19,46,30,33,36,17
1318,18,33,17,12,44,28
1319,5,44,12,9,29,16
1320,43,36,2,42,32,28
1321,8,27,47,2,25,3
1322,4,12,5,19,33,2
1323,35,20,10,31,3,32
1324,16,36,34,30,43,27
1325,1,49,21,34,2,12
1326,47,35,17,33,23,11
1327,48,10,17,31,25,29
1328,18,34,5,28,33,2
1329,37,34,27,46,4,28
1330,37,17,26,39,35,4
1331,3,29,23,40,39,9
1332,5,14,30,34,22,18
1333,30,33,5,2,34,19
1334,21,12,42,8,37,2
1335,47,8,35,18,26,2
1336,3,1,47,19,28,34
1337,6,11,39,43,33,9
1338,17,40,3,31,19,41
1339,20,40,19,32,39,29
1340,12,4,24,42,31,2
1341,27,43,48,29,35,1
1342,34,19,3,20,10,17
1343,9,37,41,33,47,25
1344,4,15,48,2,23,20
1345,2,39,12,36,34,20
1346,23,35,31,5,6,43
1347,12,23,20,11,42,18
1348,31,9,18,29,32,21
1349,45,49,9,37,7,31
1350,2,24,43,49,16,40
1351,15,9,31,21,13,4
1352,4,21,22,27,24,37
1353,14,18,39,21,45,29
1354,14,18,19,24,33,6
1355,30,49,14,46,37,32
1356,29,37,44,3,9,6
1357,35,16,25,9,23,49
1358,1,20,39,21,43,44
1359,33,9,17,49,11,34
1360,24,34,17,8,5,20
1361,12,16,33,45,3,10
1362,1,14,38,47,33,7
1363,2,27,14,45,7,46
1364,24,33,19,28,35,4
1365,1,11,47,22,36,46
1366,43,4,38,25,16,46
1367,47,21,25,22,40,42
1368,6,23,3,35,32,44
1369,3,19,20,23,17,37
1370,30,31,19,49,17,34
1371,24,49,42,3,21,41
1372,49,23,25,24,41,4
1373,19,43,20,18,5,11
1374,28,5,44,10,26,38
1375,25,36,31,8,7,40
1376,2,42,29,39,40,44
1377,3,29,46,32,23,27
1378,23,49,5,2,41,16
1379,4,48,39,44,24,9
1380,6,12,44,27,4,30
1381,38,9,14,45,31,23
1382,21,9,8,22,40,27
1383,2,31,43,24,40,19
1384,41,42,25,28,38,30
1385,3,23,16,12,10,45
1386,5,16,37,32,3,10
1387,31,15,24,18,33,35
1388,37,14,47,28,39,4
1389,19,43,26,27,14,38
1390,29,27,12,25,7,39
1391,45,43,28,14,18,4
1392,48,26,13,28,7,22
1393,44,16,27,48,9,19
1394,42,20,3,34,31,13
1395,33,22,37,36,42,29
1396,14,10,23,30,8,37
1397,42,35,33,39,25,7
1398,34,23,15,47,4,14
1399,29,11,4,45,33,28
1400,3,5,41,44,38,32
1401,34,26,12,32,7,42
1402,21,12,40,44,33,1
1403,6,11,33,19,23,8
1404,24,45,2,49,19,47
1405,34,27,32,10,13,11
1406,7,6,22,21,43,23
1407,45,47,25,18,2,10
1408,42,33,45,5,15,16
1409,24,10,4,48,33,43
1410,34,19,7,43,9,28
1411,40,34,22,36,32,41
1412,42,19,10,37,21,45
1413,10,23,30,21,7,39
1414,28,7,48,14,22,17
1415,48,23,15,37,35,28
1416,42,48,10,5,33,3
1417,20,15,18,7,28,23
1418,22,7,2,40,14,30
1419,3,12,27,18,9,4
1420,39,46,15,11,7,25
1421,33,7,19,47,11,25
1422,19,14,7,34,20,41
1423,22,23,24,9,47,33
1424,32,41,43,25,1,19
1425,47,33,34,16,44,27
1426,24,44,13,23,32,41
1427,26,41,24,25,23,36
1428,11,12,15,30,8,4
1429,7,45,30,17,6,26
1430,8,15,31,45,26,32
1431,22,14,17,33,7,9
1432,7,45,36,15,40,34
1433,35,15,26,17,46,21
1434,39,43,17,8,6,7
1435,26,7,4,42,48,6
1436,30,7,23,12,28,27
1437,35,48,18,34,49,29
1438,30,26,25,48,32,1
1439,12,45,48,38,24,5
1440,31,49,2,46,20,3
1441,13,45,28,17,12,47
1442,26,33,11,9,24,20
1443,2,3,49,25,31,17
1444,30,21,41,32,45,3
1445,26,42,24,20,36,33
1446,20,16,18,23,15,26
1447,4,20,1,10,5,42
1448,37,39,2,32,25,23
1449,1,36,40,21,4,39
1450,30,10,5,27,8,28
1451,13,45,49,26,18,28
1452,38,6,45,36,47,11
1453,14,13,19,12,21,25
1454,44,29,46,6,1,28
1455,4,2,8,5,25,14
1456,8,10,4,49,45,27
1457,12,44,4,36,31,39
1458,8,6,33,31,42,13
1459,26,23,47,21,35,24
1460,15,8,1,29,5,43
1461,46,10,7,5,41,9
1462,48,7,34,40,33,46
1463,42,28,13,6,19,48
1464,13,32,15,43,18,20
1465,27,6,11,44,42,24
1466,12,46,42,20,17,2
1467,43,26,15,11,24,25
1468,5,47,38,39,31,22
1469,16,43,48,14,19,26
1470,1,13,29,6,3,22
1471,18,9,26,34,49,11
1472,40,24,37,2,11,12
1473,25,30,2,49,15,31
1474,33,46,4,36,32,47
1475,22,42,41,30,34,8
1476,14,48,32,11,35,13
1477,5,1,11,45,36,8
1478,12,28,5,34,21,16
1479,3,47,31,25,22,21
1480,6,40,22,32,31,12
1481,8,40,16,4,48,2
1482,42,28,31,3,23,38
1483,15,21,28,38,26,13
1484,41,16,27,24,4,37
1485,1,40,27,35,28,37
1486,32,7,40,1,37,11
1487,32,40,20,35,4,23
1488,6,3,48,25,2,47
1489,22,26,42,6,7,24
1490,22,30,31,29,10,4
1491,25,45,44,37,27,42
1492,6,7,9,37,30,31
1493,5,40,24,20,8,27
1494,39,8,24,46,33,47
1495,36,29,2,28,16,34
1496,25,1,13,34,28,30
1497,36,19,38,44,6,20
1498,21,40,3,13,30,6
1499,43,4,48,29,44,23
1500,8,10,30,26,42,6
1501,27,45,25,8,10,39
1502,37,8,4,10,28,21
1503,5,27,43,18,47,19
1504,25,24,27,17,29,20
1505,22,37,27,45,43,40
1506,14,26,48,43,40,10
1507,36,7,11,15,48,8
1508,10,29,6,19,38,45
1509,21,41,49,30,31,2
1510,42,23,35,44,32,1
1511,21,41,15,5,6,45
1512,32,36,47,49,18,7
1513,49,6,27,20,26,28
1514,44,9,41,1,49,5
1515,38,22,27,24,30,21
1516,39,48,1,43,40,31
1517,6,19,44,33,37,2
1518,10,36,23,12,28,46
1519,27,17,30,8,13,16
1520,11,17,15,49,33,6
1521,4,42,46,43,5,35
1522,13,37,44,25,21,49
1523,40,4,8,10,1,12
1524,40,22,5,33,2,32
1525,28,39,40,25,32,31
1526,28,36,33,22,43,37
1527,43,45,34,27,12,23
1528,17,2,47,40,22,19
1529,34,41,3,12,16,2
1530,8,5,16,26,31,17
1531,9,39,16,3,44,24
1532,25,16,5,46,35,6
1533,14,17,24,8,21,1
1534,20,27,26,28,41,3
1535,30,40,39,36,18,19
1536,45,4,8,44,27,9
1537,26,17,19,30,20,23
1538,28,11,9,24,47,3
1539,39,13,1,24,32,42
1540,9,23,28,35,18,45
1541,44,41,16,13,15,31
1542,7,16,18,8,33,14
1543,45,31,13,30,18,4
1544,44,6,3,11,15,33
1545,4,25,28,48,38,9
1546,43,20,12,40,46,13
1547,28,6,12,16,34,31
1548,39,38,43,40,48,20
1549,2,26,20,5,14,42
1550,9,49,25,36,38,24
1551,21,39,16,6,25,10
1552,3,6,39,45,26,21
1553,8,10,9,45,27,16
1554,27,26,15,10,48,23
1555,35,36,32,40,23,4
1556,4,8,49,42,11,9
1557,2,45,8,22,18,27
1558,29,39,40,42,10,14
1559,35,13,33,27,16,5
1560,27,34,37,8,1,22
1561,27,13,41,7,1,16
1562,20,37,26,31,36,17
1563,23,43,30,44,26,10
1564,21,47,46,36,23,13
1565,36,43,47,11,2,33
1566,25,7,11,6,15,34
1567,18,13,19,5,29,8
1568,3,38,34,17,12,5
1569,47,30,5,28,48,12
1570,8,47,3,13,14,23
1571,29,36,13,17,27,46
1572,12,38,27,35,30,6
1573,47,11,17,35,3,29
1574,40,27,26,30,12,11
1575,47,4,18,20,2,6
1576,26,39,17,10,43,19
1577,49,1,14,45,18,42
1578,29,48,34,12,36,8
1579,34,9,46,37,3,2
1580,28,9,18,3,43,37
1581,40,36,47,42,33,16
1582,41,39,33,3,16,9
1583,8,12,47,40,6,30
1584,34,4,2,3,35,46
1585,2,42,39,22,34,43
1586,9,23,45,21,13,4
1587,23,15,11,47,35,29
1588,48,9,1,30,5,14
1589,4,39,27,23,1,15
1590,10,33,6,4,7,36
1591,25,1,13,23,37,7
1592,48,10,36,2,27,23
1593,36,33,30,4,17,25
1594,36,35,3,24,31,8
1595,4,18,31,8,38,42
1596,33,24,4,40,12,18
1597,4,34,12,25,40,1
1598,46,18,20,14,48,5
1599,38,14,5,21,31,12
1600,16,48,17,46,22,10
1601,23,3,34,27,42,39
1602,43,1,13,25,12,19
1603,44,3,35,13,28,25
1604,17,43,25,21,8,10
1605,3,24,4,37,44,9
1606,13,37,26,17,28,16
1607,45,12,31,32,35,14
1608,20,27,30,31,49,39
1609,15,23,8,36,5,47
1610,12,49,38,39,45,29
1611,46,27,44,5,16,42
1612,43,20,2,8,31,30
1613,25,38,41,1,10,36
1614,28,18,48,40,45,31
1615,7,1,15,36,34,30
1616,31,49,45,37,17,16
1617,39,26,42,38,10,28
1618,39,21,49,26,11,27
1619,5,36,3,35,32,2
1620,26,1,28,12,49,24
1621,12,27,15,9,33,44
1622,22,24,11,19,35,30
1623,40,11,18,33,20,14
1624,36,8,20,34,32,30
1625,41,49,5,20,14,1
1626,43,35,25,6,16,8
1627,15,33,32,47,17,11
1628,16,38,30,42,8,1
1629,30,24,3,12,10,42
1630,10,27,34,12,9,31
1631,40,45,6,39,9,14
1632,7,21,36,19,1,16
1633,27,3,10,29,5,9
1634,1,17,27,19,44,9
1635,12,19,9,1,40,5
1636,26,40,35,39,37,5
1637,3,38,31,39,5,29
1638,27,17,10,4,19,43
1639,29,3,34,39,26,36
1640,47,13,7,30,42,19
1641,15,25,16,21,12,5
1642,4,2,3,10,41,26
1643,26,9,6,13,32,31
1644,12,17,4,44,11,27
1645,15,48,29,47,18,42
1646,12,22,36,6,23,37
1647,26,46,20,39,8,5
1648,27,42,48,44,46,23
1649,30,46,40,16,5,43
1650,43,7,20,47,48,5
1651,35,7,22,20,37,32
1652,40,31,24,14,3,47
1653,12,40,7,10,6,41
1654,3,36,9,41,11,24
1655,46,27,7,19,6,38
1656,35,17,39,7,24,21
1657,30,40,41,14,23,43
1658,22,7,32,29,37,1
1659,17,38,6,33,28,49
1660,21,36,2,28,6,34
1661,15,20,13,49,35,46
1662,37,25,5,38,30,10
1663,11,26,16,27,24,44
1664,39,45,30,34,38,4
1665,38,44,28,23,5,18
1666,23,27,25,11,18,22
1667,38,36,22,17,31,49
1668,16,27,42,18,46,24
1669,33,5,10,7,14,26
1670,36,42,49,37,26,16
1671,8,9,28,36,23,47
1672,35,45,19,2,41,12
1673,1,42,47,11,10,21
1674,25,22,20,27,48,42
1675,23,48,20,26,6,38
1676,5,33,13,11,35,46
1677,23,41,28,35,30,25
1678,4,7,25,36,20,14
1679,25,42,10,28,5,3
1680,18,46,39,26,10,34
1681,40,38,5,25,7,13
1682,34,48,4,46,7,24
1683,49,1,8,48,3,38
1684,17,36,32,27,19,5
1685,16,7,18,42,19,36
1686,46,8,25,19,37,41
1687,47,36,13,19,49,38
1688,41,49,34,12,14,45
1689,7,48,27,33,21,14
1690,9,12,25,13,32,40
1691,8,12,19,6,11,10
1692,30,40,13,1,48,3
1693,16,33,11,6,32,35
1694,8,5,24,16,23,36
1695,45,3,35,20,21,32
1696,10,6,30,2,17,1
1697,48,32,7,27,12,42
1698,38,13,33,27,2,39
1699,13,24,11,10,6,18
1700,25,21,24,4,8,2
1701,33,5,12,27,16,24
1702,25,4,1,7,35,20
1703,6,29,49,9,39,27
1704,28,44,24,1,38,4
1705,19,8,14,48,37,40
1706,39,22,46,30,9,33
1707,1,38,34,22,45,13
1708,33,22,27,37,21,35
1709,15,1,14,20,28,29
1710,35,9,6,27,5,33
1711,12,17,31,29,27,48
1712,16,10,15,18,40,4
1713,14,40,23,28,47,12
1714,25,28,2,14,4,43
1715,39,14,24,44,20,37
1716,3,28,39,27,5,7
1717,15,19,13,3,44,5
1718,2,17,15,12,14,23
1719,37,27,43,4,38,39
1720,41,9,5,45,34,1
1721,44,36,29,25,34,14
1722,7,26,5,48,49,25
1723,29,12,23,42,27,10
1724,13,42,40,14,37,23
1725,46,28,48,7,3,14
1726,46,29,3,33,40,26
1727,46,3,18,16,48,32
1728,40,12,29,16,48,47
1729,21,41,1,26,7,29
1730,49,33,23,16,10,7
1731,41,13,27,48,23,29
1732,32,3,7,40,37,14
1733,45,12,26,11,44,37
1734,46,20,37,25,32,8
1735,49,24,47,18,40,10
1736,44,38,10,11,24,21
1737,19,42,41,18,34,28
1738,10,8,6,4,42,48
1739,42,24,16,48,5,4
1740,18,17,28,39,15,43
1741,8,2,32,9,39,6
1742,7,2,13,19,46,24
1743,46,38,39,22,3,5
1744,7,31,9,13,8,3
1745,8,40,30,35,18,7
1746,25,20,11,49,34,27
1747,49,8,48,5,11,19
1748,40,33,36,35,43,4
1749,10,12,27,49,15,21
1750,20,16,13,35,25,19
1751,30,24,23,29,41,18
1752,5,37,35,3,31,49
1753,2,43,26,16,38,32
1754,10,29,37,49,26,42
1755,12,36,34,38,41,40
1756,22,8,27,3,41,11
1757,25,10,8,44,23,28
1758,45,6,24,5,39,44
1759,6,11,32,17,15,7
1760,47,34,38,9,39,30
1761,22,32,33,41,44,19
1762,26,10,20,41,16,13
1763,7,39,31,12,25,35
1764,15,23,18,34,11,41
1765,6,39,42,5,34,13
1766,36,13,19,37,27,38
1767,36,24,21,22,31,35
1768,28,26,9,2,48,5
1769,28,42,8,1,25,46
1770,35,33,27,10,46,43
1771,10,43,9,20,21,44
1772,42,44,19,28,26,13
1773,22,40,10,7,14,11
1774,1,23,18,49,42,29
1775,32,17,7,48,46,27
1776,17,8,27,38,29,25
1777,10,24,6,3,8,14
1778,39,35,38,10,4,43
1779,17,48,40,23,36,2
1780,21,38,26,24,12,20
1781,18,40,5,46,49,23
1782,9,32,17,6,41,11
1783,10,28,6,30,11,33
1784,20,4,25,23,26,34
1785,16,35,37,27,5,18
1786,2,12,27,15,16,9
1787,48,39,21,27,30,9
1788,39,31,24,38,3,43
1789,14,43,10,45,30,6
1790,47,31,8,36,26,27
1791,44,48,21,10,27,17
1792,19,18,31,10,5,17
1793,48,2,16,33,45,41
1794,45,49,12,40,10,41
1795,21,41,31,14,2,43
1796,13,35,18,28,10,47
1797,31,20,9,25,15,2
1798,7,18,22,30,33,12
1799,36,6,29,10,20,23
1800,25,27,9,13,37,7
1801,5,18,49,34,31,40
1802,22,40,45,5,20,44
1803,16,22,18,32,48,1
1804,6,41,47,15,2,24
1805,24,38,18,6,25,2
1806,16,30,2,9,25,1
1807,13,21,17,9,42,43
1808,30,12,25,10,1,37
1809,40,29,2,10,18,37
1810,31,3,24,12,23,7
1811,44,10,2,6,31,23
1812,18,11,29,36,10,35
1813,47,45,40,1,30,24
1814,17,25,32,29,18,49
1815,19,33,39,18,30,26
1816,36,27,23,14,38,43
1817,24,29,38,5,25,35
1818,45,8,12,41,35,30
1819,33,39,46,4,26,8
1820,3,21,40,26,16,15
1821,39,41,28,1,45,4
1822,13,4,35,19,10,7
1823,40,22,13,4,42,9
1824,23,35,40,6,14,16
1825,42,37,2,24,16,6
1826,6,2,4,7,12,39
1827,21,9,31,18,41,16
1828,47,30,44,39,3,31
1829,41,23,20,37,36,43
1830,49,42,34,28,11,37
1831,9,19,25,2,39,38
1832,10,45,33,29,25,44
1833,23,8,19,11,31,33
1834,17,29,44,49,30,26
1835,36,14,40,19,15,28
1836,14,43,7,40,37,36
1837,41,46,28,24,26,47
1838,13,44,12,45,6,2
1839,4,9,21,35,7,32
1840,48,33,5,45,29,49
1841,18,44,15,40,30,12
1842,22,47,34,29,10,9
1843,30,21,43,8,23,7
1844,8,3,10,5,25,2
1845,29,3,27,33,38,31
1846,21,5,13,10,47,36
1847,35,24,10,48,28,40
1848,21,33,36,14,2,35
1849,16,48,25,21,24,20
1850,5,16,12,36,32,1
1851,4,31,38,2,22,12
1852,13,19,42,27,46,25
1853,48,39,27,4,26,21
1854,14,26,12,5,4,7
1855,32,12,6,9,42,48
1856,6,45,38,44,39,10
1857,5,7,13,22,2,36
1858,49,22,33,13,28,30
1859,27,47,48,7,21,41
1860,1,41,36,8,32,20
1861,5,1,24,48,33,41
1862,41,31,38,18,49,32
1863,36,37,17,29,13,34
1864,42,49,47,39,41,17
1865,26,47,32,3,44,15
1866,5,19,29,4,32,17
1867,6,41,33,17,2,13
1868,24,42,2,20,46,26
1869,21,48,44,28,25,8
1870,49,35,20,40,41,24
1871,8,21,3,37,38,46
1872,30,44,49,40,33,24
1873,6,49,48,44,26,27
1874,38,17,36,37,44,25
1875,2,12,22,39,6,24
1876,28,36,18,40,6,39
1877,44,32,30,39,13,35
1878,29,5,24,27,16,14
1879,37,44,6,32,31,38
1880,38,10,26,36,13,23
1881,3,20,18,9,46,47
1882,36,31,9,18,4,10
1883,26,24,49,1,6,22
1884,31,27,6,19,35,29
1885,15,21,10,47,4,38
1886,36,10,14,6,20,11
1887,25,11,27,17,33,26
1888,14,30,1,10,2,15
1889,39,43,29,20,32,30
1890,22,28,37,39,12,34
1891,42,37,12,49,35,6
1892,29,7,6,4,39,20
1893,31,41,39,15,17,47
1894,32,47,21,40,13,6
1895,37,18,27,20,31,26
1896,31,34,49,30,4,39
1897,15,8,42,7,24,21
1898,30,45,15,35,33,41
1899,17,39,7,29,18,42
1900,37,46,32,4,9,43
1901,14,13,19,47,5,48
1902,1,41,13,45,17,24
1903,41,16,29,37,26,6
1904,20,25,47,3,13,38
1905,14,16,6,27,26,37
1906,17,33,45,26,40,4
1907,20,38,3,48,35,21
1908,23,31,15,3,1,40
1909,32,6,14,7,40,45
1910,23,36,49,30,20,4
1911,32,9,44,24,46,1
1912,40,25,31,23,18,14
1913,5,37,17,46,26,30
1914,40,3,8,2,38,25
